brachiation,climb,descent,energyExpenditure,energyGain,feedingBudget,restingBudget,seed,sway,totalEnergyIntake,travelDistance,travellingBudget,walk
48.443297306017094,24.713663494111955,25.278270688820776,16411.842000000637,30.0,0.16203703703703703,38.708333333333336,-1700356465,1.5647685110501692,420.0,24471.637452451843,61.12962962962963,0.0
48.94916472067541,24.93263876414586,25.058379737740253,15274.00300000061,30.0,0.16203703703703703,44.26851851851852,-730353195,1.0598167774384766,420.0,22303.233063353833,55.56944444444445,0.0
48.58107071636754,24.328884798281944,25.64810553765915,17750.241000000588,30.0,0.16203703703703703,35.238425925925924,1954319570,1.4419389476913635,420.0,25961.495891325598,64.59953703703704,0.0
48.943661971830984,25.272087067861715,24.71190781049936,16438.408000000574,30.0,0.16203703703703703,37.42824074074074,-1478581273,1.0723431498079385,420.0,25067.410512749168,62.40972222222222,0.0
48.658774164543686,24.44178030870673,25.550726809530943,17832.175000000643,30.0,0.16203703703703703,34.030092592592595,-1366303627,1.3487187172186423,420.0,26401.72220321086,65.80787037037037,0.0
48.70568837592745,24.600164880461666,25.375103050288537,16971.545000000584,30.0,0.16203703703703703,38.83101851851852,-1240706071,1.3190436933223413,420.0,24495.15096818706,61.00694444444444,0.0
48.83306320907618,24.71636952998379,25.26742301458671,16885.321000000593,30.0,0.16203703703703703,37.949074074074076,952343147,1.1831442463533226,420.0,24873.33395474525,61.88888888888889,0.0
48.877268532759146,25.176868655798216,24.776991694863117,17964.81300000059,30.0,0.16203703703703703,34.85648148148148,735108307,1.168871116579514,420.0,26132.36552515853,64.98148148148148,0.0
48.8996242619431,24.691358024691358,25.28180354267311,15039.715000000619,30.0,0.16203703703703703,44.07638888888889,-696201685,1.1272141706924315,420.0,22400.360387976074,55.76157407407407,0.0
48.854350264380706,24.40314052235219,25.5568017945842,17232.295000000613,30.0,0.16203703703703703,38.138888888888886,-1066500171,1.1857074186829033,420.0,24763.9635807227,61.699074074074076,0.0
48.84831939941989,24.39856679747483,25.592902235113463,16018.473000000617,30.0,0.16203703703703703,41.75925925925926,-971673463,1.1602115679918101,420.0,23331.958591529525,58.0787037037037,0.0
48.79848952969447,24.596635770683147,25.403364229316853,16337.015000000647,30.0,0.16203703703703703,40.458333333333336,-2140192395,1.2015104703055268,420.0,23867.326562283375,59.379629629629626,0.0
48.502024291497975,24.89068825910931,25.068825910931174,17394.14900000063,30.0,0.16203703703703703,38.17824074074074,-864882631,1.5384615384615385,420.0,24784.664550871166,61.65972222222222,0.0
49.04072702793672,24.705486368226186,25.277684281386737,16139.213000000613,30.0,0.16203703703703703,40.88425925925926,-145163678,0.9761023224503534,420.0,23678.47397550907,58.95370370370371,0.0
48.79848952969447,24.751115688293854,25.231719876416065,15874.044000000615,30.0,0.16203703703703703,41.6875,-303817187,1.2186749055956059,420.0,23403.19334975388,58.15046296296297,0.0
48.75341530054645,24.795081967213115,25.204918032786882,15799.827000000594,30.0,0.16203703703703703,41.6087962962963,-1267020704,1.2465846994535519,420.0,23388.36113248835,58.229166666666664,0.0
48.50993377483444,24.70198675496689,25.281456953642383,16678.78100000062,30.0,0.16203703703703703,39.28703703703704,1450478704,1.5066225165562912,420.0,24310.264880059272,60.550925925925924,0.0
48.73504273504273,24.495726495726498,25.48717948717949,16147.9070000006,30.0,0.16203703703703703,41.208333333333336,1236167976,1.282051282051282,420.0,23564.061149527977,58.62962962962963,0.0
48.89987244897959,25.127551020408163,24.856505102040817,17241.12500000057,30.0,0.16203703703703703,37.5462962962963,-916319795,1.1160714285714286,420.0,25052.789232359373,62.291666666666664,0.0
48.6890085084216,24.552873762806044,25.43844417433582,15708.043000000558,30.0,0.16203703703703703,42.530092592592595,567003619,1.3196735544365341,420.0,23006.533580399013,57.307870370370374,0.0
49.021070296475855,24.57579712847287,25.396233451426443,14763.125000000678,30.0,0.16203703703703703,45.925925925925924,-1713291892,1.006899123624837,420.0,21654.571196560377,53.91203703703704,0.0
48.740671641791046,24.53358208955224,25.43532338308458,17583.54400000064,30.0,0.16203703703703703,35.886574074074076,425738035,1.2904228855721394,420.0,25683.190422200794,63.95138888888889,0.0
48.892123564612646,24.97169658741711,25.020216723273492,17228.2540000006,30.0,0.16203703703703703,38.87268518518518,-2087920653,1.1159631246967492,420.0,24472.373090943045,60.965277777777786,0.0
48.82363669523983,25.223417836950574,24.730986686120737,15281.206000000606,30.0,0.16203703703703703,45.18055555555556,-660588106,1.2219587816888564,420.0,21943.58231968902,54.65740740740741,0.0
48.836462847055046,24.715134007382442,25.260792810142835,16847.565000000635,30.0,0.16203703703703703,37.395833333333336,-1261896573,1.1876103354196759,420.0,25066.881838889534,62.442129629629626,0.0
48.78133102852204,24.598098530682798,25.358686257562663,16119.356000000653,30.0,0.16203703703703703,42.13425925925926,-1709778583,1.2618841832324978,420.0,23174.772424465362,57.7037037037037,0.0
49.06372934697089,24.594807238394964,25.397324940991346,17379.909000000585,30.0,0.16203703703703703,36.226851851851855,736718182,0.9441384736428009,420.0,25545.93232476783,63.61111111111111,0.0
48.864227501300505,24.934974856944685,25.03901508583319,15789.909000000618,30.0,0.16203703703703703,42.342592592592595,1571070191,1.161782555921623,420.0,23067.53554168663,57.49537037037037,0.0
48.81388313962744,24.566151886642253,25.409966565833464,16735.18000000058,30.0,0.16203703703703703,37.19675925925926,-1151462094,1.2099984078968318,420.0,25166.849272665273,62.64120370370371,0.0
48.77260981912145,24.773901808785528,25.20994832041344,16573.024000000598,30.0,0.16203703703703703,38.57175925925926,-1152279595,1.2435400516795865,420.0,24582.145540933612,61.2662037037037,0.0
48.82125263898663,24.61294862772695,25.387051372273046,15476.657000000621,30.0,0.16203703703703703,43.31018518518518,-1961229716,1.178747361013371,420.0,22682.46831342485,56.52777777777778,0.0
48.62789937928781,24.48546226723293,25.498203201568113,16976.37500000064,30.0,0.16203703703703703,38.976851851851855,-1153285186,1.3884351519111402,420.0,24481.97413448111,60.86111111111111,0.0
49.021234240212344,24.635036496350367,25.364963503649633,16633.186000000587,30.0,0.16203703703703703,39.504629629629626,-974202701,0.9787657597876577,420.0,24241.314036216107,60.333333333333336,0.0
